order_id,timestamp,menu_category,order_price,delivery_distance_km,wait_time_minutes,rating,review_text,promo_applied,complaint_level,order_status,sentiment
ORD-2024-000038,2024-03-01 06:06:06,Ayam,28500,2.10,7,2.0,Lama bgt nunggunya,False,high,completed,negative
ORD-2024-000041,2024-01-14 12:34:28,Ayam,39500,3.96,43,4.0,Sesuai pesanan,True,high,completed,positive
ORD-2024-000042,2024-01-24 12:55:59,Kopi,9000,1.35,26,5.0,Makanan hangat sampai,False,low,completed,positive
ORD-2024-000043,2024-03-11 11:05:59,Ayam,25000,,16,4.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000045,08/01/2024 11:24,Ayam,55000,2.49,17,5.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-000046,2024-02-28 14:09:12,Martabak,40500,3.89,28,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-000047,2024-01-08 21:03:47,Ayam,59500,1.97,21,5.0,Buruan order!11,False,none,completed,positive
ORD-2024-000050,09/01/2024 07:25,Ayam,56500,7.38,34,5.0,Puas bgt,True,none,completed,positive
ORD-2024-000051,2024-03-13 11:39:05,Mie,31000,7.92,38,5.0,Wow enak bgt,False,low,completed,positive
ORD-2024-000052,2024-03-15 19:59:16,Martabak,29500,3.45,46,2.0,Narik duit banyak😡,False,high,cancelled,negative
ORD-2024-000053,2024-02-10 14:08:42,Mie,33500,0.50,13,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-000055,2024-03-13 02:34:13,Kopi,17000,2.98,11,4.0,Nggg enak 😋,True,low,cancelled,positive
ORD-2024-000056,2024-01-17 02:56:15,Mie,25000,15.69,63,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-000057,2024-01-21 21:45:19,Ayam,67000,16.62,65,1.0,Lama org kerjanyaa,False,high,refund,negative
ORD-2024-000059,2024-01-18 11:47:35,Ayam,26500,,27,5.0,Enak bgt,False,none,completed,positive
ORD-2024-000061,03/02/2024 19:57,Kopi,12000,2.85,16,4.0,Wow enak bgt,False,none,completed,positive
ORD-2024-000062,2024-01-12 19:02:00,Ayam,36000,,5,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000063,2024-01-17 19:10:47,Mie,19500,1.57,24,4.0,Cepat sampai,False,none,completed,positive
ORD-2024-000064,2024-02-24 17:04:56,Kopi,18500,1.16,16,5.0,Makasih ya,False,high,completed,positive
ORD-2024-000065,2024-01-20 19:37:35,Ayam,43000,1.87,31,4.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-000066,2024-01-17 13:57:59,Kopi,15500,0.50,5,5.0,Enak bgttt,False,none,completed,positive
ORD-2024-000067,2024-01-06 06:43:15,Ayam,66500,,11,2.0,Kecewa bgt,False,high,cancelled,negative
ORD-2024-000068,2024-02-15 13:39:47,Mie,20500,5.85,36,5.0,Mantap gan!!,False,none,completed,positive
ORD-2024-000069,2024-01-31 05:56:26,Ayam,47000,0.50,22,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-000070,12/02/2024 13:51,Mie,28500,0.50,16,5.0,Puas bgt,False,none,completed,positive
ORD-2024-000071,2024-02-01 11:24:55,Martabak,2134000,0.50,7,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-000073,2024-01-30 12:25:21,Ayam,50000,17.41,72,2.0,😠😠😠,True,high,completed,negative
ORD-2024-000074,2024-01-09 08:22:41,Mie,1000,0.57,13,4.0,Wow enak bgt,False,none,completed,positive
ORD-2024-000075,2024-03-27 17:21:01,Martabak,45500,0.50,21,1.0,Narik duit banyak😡,True,high,completed,negative
ORD-2024-000076,2024-02-03 13:02:06,Martabak,31000,7.40,54,1.0,Paket berantakan,True,high,completed,negative
ORD-2024-000077,14/02/2024 10:27,Martabak,36000,6.41,32,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000078,2024-01-15 21:12:16,Ayam,48000,0.50,39,3.0,OK,False,low,cancelled,neutral
ORD-2024-000079,2024-02-25 12:23:27,Kopi,18000,4.18,26,5.0,Sesuai pesanan,True,none,completed,positive
ORD-2024-000081,2024-02-08 20:20:25,Mie,11000,4.38,22,5.0,Driver ramah,True,none,completed,positive
ORD-2024-000082,2024-03-11 14:42:24,Martabak,33000,2.05,22,3.0,Gapapa,False,high,cancelled,neutral
ORD-2024-000083,23/01/2024 19:25,Ayam,87500,14.26,66,4.0,Enak bgt!!,True,none,completed,positive
ORD-2024-000084,2024-02-08 14:50:37,Ayam,56000,0.50,24,2.0,Lama bgt nunggunya,False,high,completed,negative
ORD-2024-000085,2024-02-11 20:43:13,Ayam,79000,0.80,19,2.0,😠😠😠,False,high,completed,negative
ORD-2024-000086,2024-01-22 09:32:42,Ayam,41000,1.52,10,3.0,Standar lah,True,low,completed,neutral
ORD-2024-000087,2024-02-12 12:43:19,Martabak,30000,1.79,21,3.0,Gapapa,True,low,completed,neutral
ORD-2024-000088,2024-01-26 11:15:30,Martabak,30500,7.63,33,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000090,2024-03-04 18:41:44,Kopi,1734500,0.50,8,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-000092,07/03/2024 21:15,Martabak,35500,1.62,7,5.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-000093,28/02/2024 14:42,Martabak,20000,10.10,37,5.0,Puas bgt,True,none,completed,positive
ORD-2024-000094,2024-03-17 14:39:52,Kopi,15500,2.74,17,3.0,Standar lah,False,none,completed,neutral
ORD-2024-000096,2024-03-01 18:53:40,Kopi,15500,3.75,25,3.0,OK,True,low,completed,neutral
ORD-2024-000097,2024-03-07 18:17:28,Kopi,15000,4.41,24,4.0,Akan order lg nih,True,none,completed,positive
ORD-2024-000098,2024-02-06 13:20:57,Kopi,16500,3.02,28,4.0,Makasih ya,False,none,completed,positive
ORD-2024-000099,2024-01-18 14:44:09,Ayam,29000,0.81,19,4.0,Enak bgt!!,False,none,completed,positive
ORD-2024-000100,2024-01-09 19:34:29,Ayam,26000,6.22,31,4.0,Buruan order!11,True,none,cancelled,positive
ORD-2024-000101,2024-01-27 12:57:49,Ayam,63500,3.95,38,5.0,Puas bgt,False,none,completed,positive
ORD-2024-000102,30/03/2024 14:30,Martabak,27000,4.06,18,4.0,Top bgt kualitasnya,True,none,completed,positive
ORD-2024-000103,2024-02-08 13:34:47,Ayam,63500,17.01,83,1.0,Paket berantakan,False,high,completed,negative
ORD-2024-000106,2024-01-17 17:01:58,Ayam,24500,9.07,56,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000107,2024-03-13 02:41:27,Kopi,13500,0.50,16,5.0,Mantap gan!,True,none,completed,positive
ORD-2024-000108,2024-02-29 13:24:20,Martabak,34000,2.07,9,5.0,Puas bgt,True,none,completed,positive
ORD-2024-000109,11/02/2024 14:17,Ayam,61000,2.61,25,5.0,Driver ramah,False,none,completed,positive
ORD-2024-000110,2024-02-23 11:30:01,Ayam,89000,1.20,20,4.0,Wow enak bgt,False,none,completed,positive
ORD-2024-000111,2024-01-07 11:14:41,Ayam,36500,5.49,41,2.0,Makanannya dingin,False,low,completed,negative
ORD-2024-000112,24/03/2024 11:15,Ayam,71000,4.31,33,5.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-000113,2024-03-20 12:30:42,Mie,28500,3.83,32,5.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-000114,2024-01-28 19:49:23,Mie,14500,17.58,71,3.0,Yaudah minum teh,True,low,completed,neutral
ORD-2024-000115,18/03/2024 22:07,Martabak,26000,0.90,11,5.0,Buruan order!!!11,True,high,cancelled,positive
ORD-2024-000116,2024-02-09 11:59:19,Mie,28000,3.99,24,4.0,Makasih ya,True,none,completed,positive
ORD-2024-000117,2024-02-18 18:04:37,Mie,14000,2.40,5,5.0,Enak bgt!!!,True,none,completed,positive
ORD-2024-000119,2024-01-16 18:50:02,Mie,13500,0.53,5,4.0,Wow enak bgt,True,none,completed,positive
ORD-2024-000120,2024-02-24 02:32:41,Kopi,17500,6.79,33,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-000121,2024-02-23 03:27:23,Mie,22500,,15,5.0,Cepat sampai,True,low,completed,positive
ORD-2024-000122,2024-02-28 13:11:46,Mie,21500,5.23,29,4.0,Cepat sampai,False,none,completed,positive
ORD-2024-000123,24/03/2024 14:29,Ayam,41500,2.36,27,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-000126,2024-02-13 13:11:31,Kopi,9000,1.44,22,4.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000127,2024-02-03 13:35:00,Mie,34500,10.83,44,4.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-000129,2024-03-29 20:28:50,Ayam,12500,12.74,71,2.0,Driver gak ramah,False,high,completed,negative
ORD-2024-000130,2024-02-07 12:19:42,Kopi,14500,11.81,74,2.0,Lama bgt nunggunya,False,high,completed,negative
ORD-2024-000131,2024-03-01 19:27:47,Kopi,15000,16.68,70,2.0,😠😠😠,True,high,refund,negative
ORD-2024-000133,2024-01-25 12:12:13,Ayam,68500,9.96,50,3.0,Biasa saja,False,low,completed,neutral
ORD-2024-000134,05/02/2024 16:38,Ayam,3602500,1.51,20,1.0,Lama bgt nunggunya,False,high,completed,negative
ORD-2024-000136,2024-03-09 11:03:35,Ayam,42500,0.76,19,5.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-000137,2024-01-17 20:06:55,Kopi,25000,8.72,48,2.0,Paket berantakan,True,high,completed,negative
ORD-2024-000139,2024-02-02 15:07:52,Kopi,13000,2.37,33,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-000140,03/03/2024 11:09,Mie,500,0.50,9,4.0,Makasih ya,True,none,completed,positive
ORD-2024-000141,2024-02-08 12:07:35,Mie,30000,1.01,5,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-000142,2024-03-18 21:14:49,Ayam,1500,0.50,5,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000143,27/02/2024 09:55,Kopi,10000,5.89,30,5.0,Nggg enak 😋,False,low,completed,positive
ORD-2024-000146,2024-01-23 18:00:26,Ayam,44000,3.50,10,4.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000147,2024-03-17 17:14:18,Martabak,33500,10.62,53,5.0,Mantap gan!,True,low,cancelled,positive
ORD-2024-000148,30/03/2024 02:43,Kopi,13500,2.14,21,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000149,2024-03-21 18:27:07,Ayam,32000,3.05,25,3.0,Standar lah,False,high,refund,neutral
ORD-2024-000150,2024-03-23 13:52:09,Ayam,53500,2.58,15,4.0,Top bgt kualitasnya,True,none,completed,positive
ORD-2024-000152,2024-02-06 20:44:19,Ayam,32000,5.61,28,4.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-000153,2024-02-04 20:28:05,Ayam,67000,3.10,21,4.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-000154,2024-02-25 19:16:01,Kopi,9000,4.85,25,5.0,Rekomendasi deh,True,none,completed,positive
ORD-2024-000155,27/03/2024 18:37,Mie,22000,4.63,26,4.0,Wow enak bgt,True,none,completed,positive
ORD-2024-000156,2024-03-27 18:02:48,Ayam,47000,0.64,32,5.0,Makasih ya,True,high,cancelled,positive
ORD-2024-000157,2024-03-01 20:58:17,Martabak,25000,3.15,23,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-000158,2024-03-15 20:05:30,Martabak,500,0.67,5,4.0,Puas bgt,True,none,completed,positive
ORD-2024-000159,2024-02-12 11:54:10,Ayam,42000,2.63,12,3.0,Biasa saja,False,high,cancelled,neutral
ORD-2024-000160,2024-03-29 20:52:48,Martabak,20500,3.39,22,5.0,Buruan order!11,False,none,completed,positive
ORD-2024-000162,2024-02-21 00:42:55,Martabak,30000,0.50,19,5.0,Puas bgt,False,none,completed,positive
ORD-2024-000163,2024-02-22 13:39:48,Martabak,27500,,5,4.0,Driver ramah,False,none,completed,positive
ORD-2024-000164,2024-02-26 06:17:35,Kopi,18500,0.50,11,5.0,Rekomendasi deh,False,high,completed,positive
ORD-2024-000165,06/02/2024 20:07,Ayam,53000,1.52,27,3.0,Lumayan,True,high,completed,neutral
ORD-2024-000166,2024-03-18 22:10:19,Mie,20500,5.17,20,3.0,OK,False,high,cancelled,neutral
ORD-2024-000167,2024-03-11 18:53:58,Ayam,92500,5.57,36,5.0,Wow enak bgt,False,low,completed,positive
ORD-2024-000168,2024-01-16 18:31:59,Ayam,64000,4.01,26,4.0,Driver ramah,True,none,completed,positive
ORD-2024-000170,01/02/2024 18:24,Kopi,14500,1.17,21,1.0,Bau gak tauu,False,high,cancelled,negative
ORD-2024-000171,2024-03-06 04:55:04,Martabak,37000,0.50,5,3.0,Gapapa,True,high,completed,neutral
ORD-2024-000173,08/02/2024 18:42,Kopi,13000,5.73,14,4.0,Makanan hangat sampai,True,none,completed,positive
ORD-2024-000174,2024-02-27 19:21:35,Ayam,80000,3.93,37,2.0,Paket berantakan,True,high,completed,negative
ORD-2024-000175,18/02/2024 19:55,Martabak,30000,3.60,29,4.0,Top bgt kualitasnya,True,none,completed,positive
ORD-2024-000176,2024-01-31 18:54:49,Ayam,38500,1.25,21,4.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000178,25/03/2024 20:09,Kopi,20000,9.52,58,4.0,Enak bgt!!!,False,none,completed,positive
ORD-2024-000179,2024-01-17 21:21:55,Mie,30500,0.50,22,5.0,Mantap gan!,False,none,cancelled,positive
ORD-2024-000180,2024-02-26 14:00:46,Ayam,68000,4.46,25,4.0,Mantap gan!!!,True,none,completed,positive
ORD-2024-000181,24/03/2024 02:30,Ayam,30500,1.11,10,4.0,Buruan order!11,True,none,completed,positive
ORD-2024-000182,13/02/2024 20:41,Ayam,67500,0.50,22,5.0,Enak bgttt,False,high,cancelled,positive
ORD-2024-000183,2024-03-27 12:20:40,Mie,24500,4.07,31,3.0,Biasa saja,False,low,completed,neutral
ORD-2024-000184,2024-03-03 01:39:04,Mie,26500,1.21,16,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-000185,2024-03-28 07:47:05,Ayam,72000,3.84,21,5.0,Mantap gan!!!,True,low,completed,positive
ORD-2024-000186,2024-01-13 22:55:06,Martabak,35500,3.69,18,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-000187,2024-03-29 11:02:20,Mie,28500,2.30,7,5.0,Sesuai pesanan,True,none,completed,positive
ORD-2024-000188,2024-02-07 20:09:15,Kopi,8000,4.51,34,3.0,Biasa saja,True,none,completed,neutral
ORD-2024-000190,2024-02-18 18:31:58,Ayam,38500,1.01,13,3.0,Biasa saja,False,low,completed,neutral
ORD-2024-000192,2024-02-29 21:34:10,Mie,1603000,2.67,22,3.0,Biasa saja,False,none,completed,neutral
ORD-2024-000193,2024-02-14 09:40:27,Mie,29000,0.50,5,5.0,Akan order lg nih,False,low,completed,positive
ORD-2024-000195,31/01/2024 19:36,Ayam,3533500,2.37,28,5.0,Rekomendasi deh,False,high,refund,positive
ORD-2024-000196,2024-02-07 14:17:00,Ayam,41500,6.09,35,5.0,Sesuai pesanan,True,none,completed,positive
ORD-2024-000197,2024-03-28 01:58:38,Martabak,21000,6.43,28,1.0,Gak sesuai foto,False,high,cancelled,negative
ORD-2024-000198,2024-02-06 07:38:51,Mie,20000,1.77,9,4.0,Makasih ya,False,low,completed,positive
ORD-2024-000200,25/03/2024 04:40,Martabak,26000,1.61,28,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000201,2024-03-23 14:02:37,Martabak,27500,1.79,26,5.0,Akan order lg nih,True,none,completed,positive
ORD-2024-000202,2024-01-17 13:20:47,Ayam,24000,,32,3.0,Gapapa,False,none,completed,neutral
ORD-2024-000203,26/01/2024 13:33,Ayam,54500,4.66,28,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000204,2024-01-22 14:51:18,Mie,25500,,16,3.0,Yaudah minum teh,True,low,completed,neutral
ORD-2024-000206,29/01/2024 23:43,Ayam,80000,16.50,59,3.0,OK,False,none,completed,neutral
ORD-2024-000207,2024-03-12 20:00:16,Ayam,77500,2.72,5,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-000208,28/02/2024 19:37,Martabak,18000,4.62,28,4.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000209,2024-02-17 12:30:01,Ayam,19500,4.40,27,5.0,Nggg enak 😋,False,low,completed,positive
ORD-2024-000210,2024-03-12 12:41:04,Ayam,52000,1.29,36,4.0,Mantap gan!,False,none,completed,positive
ORD-2024-000212,2024-01-06 09:31:07,Martabak,21000,3.86,27,5.0,Sesuai pesanan,True,none,completed,positive
ORD-2024-000213,09/03/2024 14:23,Martabak,30000,2.08,13,4.0,Makanan hangat sampai,False,none,completed,positive
ORD-2024-000215,23/02/2024 15:39,Martabak,23500,3.74,8,5.0,Enak bgt,False,none,completed,positive
ORD-2024-000216,2024-02-05 13:13:28,Ayam,41000,4.51,23,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000217,2024-01-31 03:43:23,Ayam,38500,0.95,5,3.0,Yaudah minum teh,False,low,completed,neutral
ORD-2024-000220,2024-01-03 13:15:08,Mie,18500,2.13,17,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000221,27/01/2024 12:37,Martabak,25000,1.26,16,4.0,Nggg enak 😋,False,none,completed,positive
ORD-2024-000222,2024-01-30 12:50:57,Kopi,1255000,2.52,21,3.0,OK,False,high,completed,neutral
ORD-2024-000223,2024-02-05 04:08:34,Ayam,67500,0.50,8,4.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-000224,2024-01-23 11:08:00,Kopi,16500,2.14,23,5.0,Buruan order!11,False,none,completed,positive
ORD-2024-000225,2024-01-31 17:11:16,Ayam,58500,1.38,5,5.0,Makasih ya,False,none,completed,positive
ORD-2024-000226,2024-02-23 17:30:28,Ayam,43500,2.30,37,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-000227,06/03/2024 20:32,Mie,23500,1.65,8,5.0,Makasih ya,False,none,completed,positive
ORD-2024-000228,2024-01-06 21:33:19,Kopi,17500,1.00,16,3.0,Lumayan,True,none,completed,neutral
ORD-2024-000229,2024-01-04 14:54:25,Mie,18000,7.03,43,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000230,2024-01-14 20:04:57,Martabak,27500,0.61,21,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-000232,2024-03-11 12:38:33,Kopi,12500,7.76,25,4.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000233,2024-03-05 17:50:44,Kopi,7500,2.32,12,4.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-000238,2024-01-11 11:47:47,Ayam,30000,0.50,5,5.0,Top bgt kualitasnya,True,none,cancelled,positive
ORD-2024-000239,2024-01-17 21:35:35,Martabak,22000,1.76,13,4.0,Puas bgt,True,none,completed,positive
ORD-2024-000240,2024-01-16 20:55:58,Ayam,94500,1.38,39,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000244,2024-03-12 19:39:43,Kopi,14000,1.19,11,5.0,Sesuai pesanan,False,low,completed,positive
ORD-2024-000246,09/02/2024 11:00,Mie,21000,1.82,5,5.0,Cepat sampai,False,none,refund,positive
ORD-2024-000247,2024-03-13 02:09:47,Kopi,8000,4.47,26,4.0,Makasih ya,False,high,completed,positive
ORD-2024-000249,2024-01-21 19:49:36,Mie,26000,0.50,11,5.0,Enak bgt!!!!!!!!!,True,none,completed,positive
ORD-2024-000250,2024-01-07 11:43:05,Mie,18000,,31,3.0,Biasa saja,True,high,completed,neutral
ORD-2024-000251,2024-03-25 21:28:26,Ayam,50500,6.48,30,5.0,Sesuai pesanan,False,none,cancelled,positive
ORD-2024-000252,2024-03-06 14:07:18,Kopi,12000,2.16,23,5.0,Makanan hangat sampai,False,low,completed,positive
ORD-2024-000253,2024-03-16 19:02:14,Mie,3073500,,17,5.0,Mantap gan!,True,none,completed,positive
ORD-2024-000255,2024-02-02 11:00:31,Ayam,23000,0.75,5,5.0,Enak bgttt,False,low,completed,positive
ORD-2024-000256,23/01/2024 12:32,Kopi,15500,0.80,5,5.0,Enak bgt!!,False,none,completed,positive
ORD-2024-000257,2024-02-15 11:27:01,Mie,34000,1.69,31,5.0,Enak bgt,True,none,completed,positive
ORD-2024-000258,2024-01-10 18:27:36,Martabak,28000,7.90,17,3.0,Lumayan,True,low,cancelled,neutral
ORD-2024-000259,22/03/2024 17:25,Kopi,15000,2.21,14,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000262,2024-03-08 13:47:21,Mie,35000,1.45,13,4.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000263,2024-01-22 11:33:32,Ayam,30000,2.93,12,5.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-000264,2024-02-14 18:15:06,Kopi,19500,1.74,30,4.0,Buruan order!11,False,none,completed,positive
ORD-2024-000265,2024-01-26 12:48:48,Mie,500,1.49,27,4.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000266,2024-01-23 20:31:29,Martabak,42500,2.50,17,1.0,Makanannya dingin,True,high,refund,negative
ORD-2024-000267,15/03/2024 21:41,Martabak,16000,0.83,5,5.0,Nggg enak 😋,True,none,completed,positive
ORD-2024-000269,2024-03-01 19:50:17,Kopi,15000,0.50,16,4.0,Puas bgt,False,none,completed,positive
ORD-2024-000271,17/02/2024 02:41,Mie,16500,0.50,5,5.0,Akan order lg nih,False,low,completed,positive
ORD-2024-000273,2024-01-06 21:41:12,Mie,15500,4.45,35,5.0,Sesuai pesanan,True,low,completed,positive
ORD-2024-000275,2024-02-13 02:32:41,Kopi,12500,2.83,18,5.0,Top bgt kualitasnya,True,none,completed,positive
ORD-2024-000277,2024-02-16 19:24:26,Martabak,30500,0.99,23,5.0,Top bgt kualitasnya,False,none,completed,positive
ORD-2024-000278,2024-03-27 19:04:21,Martabak,43500,6.49,24,3.0,Standar lah,False,low,completed,neutral
ORD-2024-000279,2024-03-27 19:46:54,Martabak,50000,1.53,5,5.0,Cepat sampai,False,none,completed,positive
ORD-2024-000280,2024-03-18 10:05:37,Martabak,30500,1.54,14,3.0,Standar lah,False,low,completed,neutral
ORD-2024-000281,2024-02-14 14:08:38,Mie,34000,1.56,32,5.0,Puas bgt,True,none,completed,positive
ORD-2024-000282,2024-01-11 14:41:50,Ayam,500,0.50,29,5.0,Top bgt kualitasnya,False,low,completed,positive
ORD-2024-000283,2024-01-17 23:43:58,Kopi,17500,11.13,33,5.0,Wow enak bgt,False,none,completed,positive
ORD-2024-000285,2024-01-24 10:49:31,Kopi,17000,1.25,33,5.0,Akan order lg nih,False,high,completed,positive
ORD-2024-000287,2024-03-10 16:02:42,Kopi,25000,0.50,24,4.0,Cepat sampai,True,none,completed,positive
ORD-2024-000288,2024-03-20 14:09:10,Kopi,14500,,23,4.0,Enak bgt,False,low,completed,positive
ORD-2024-000289,2024-03-29 05:46:28,Ayam,51000,0.50,21,3.0,OK,False,low,completed,neutral
ORD-2024-000291,2024-02-27 12:19:51,Ayam,84000,6.04,30,1.0,Driver gak ramah,True,high,cancelled,negative
ORD-2024-000292,2024-01-25 21:28:29,Ayam,46500,1.24,8,5.0,Akan order lg nih,False,none,completed,positive
ORD-2024-000293,2024-02-18 20:10:52,Mie,23500,0.50,21,5.0,Sesuai pesanan,False,none,completed,positive
ORD-2024-000295,2024-02-17 17:45:54,Ayam,40000,17.05,72,1.0,😠😠😠,False,high,completed,negative
ORD-2024-000296,16/01/2024 12:17,Kopi,17000,0.79,31,4.0,Driver ramah,False,none,completed,positive
ORD-2024-000297,19/01/2024 02:58,Martabak,48000,0.98,18,4.0,Nggg enak 😋,False,none,refund,positive
ORD-2024-000298,2024-02-14 13:03:25,Ayam,56500,10.71,60,4.0,Rekomendasi deh,False,none,completed,positive
ORD-2024-000299,2024-01-31 17:23:14,Martabak,32000,0.59,5,4.0,Enak bgttt,False,none,completed,positive
ORD-2024-000300,2024-01-13 20:21:50,Ayam,39500,2.15,10,5.0,Sesuai pesanan,True,high,completed,positive
